sample_index,time_s,label,fault_detail,aceleracao_x_mancal_a,aceleracao_y_mancal_a,aceleracao_x_mancal_b,aceleracao_y_mancal_b,temperatura_mancal_a,temperatura_mancal_b,corrente_fase_u,corrente_fase_v,corrente_fase_w
723,0.028253846252856613,desgaste_rolamento,BPFI_03,1501,-2983,68,5184,28584,30265,2342,-21848,18795
724,0.028292908752856612,desgaste_rolamento,BPFI_03,-4756,1701,6223,-6228,28584,30265,2643,-21326,17887
725,0.02833197125285661,desgaste_rolamento,BPFI_03,-1566,312,1999,1963,28584,30265,1049,-20254,18499
726,0.02837103375285661,desgaste_rolamento,BPFI_03,4142,-2260,2356,-4864,28584,30265,268,-20491,19864
727,0.028410096252856613,desgaste_rolamento,BPFI_03,-796,265,2887,-9763,28584,30265,1466,-21337,19783
728,0.028449158752856613,desgaste_rolamento,BPFI_03,-3669,1289,-2784,581,28584,30265,2569,-22682,19587
729,0.02848822125285661,desgaste_rolamento,BPFI_03,2445,-1496,-2260,-6011,28584,30265,1694,-22882,20472
730,0.02852728375285661,desgaste_rolamento,BPFI_03,3427,-1933,-3514,-2310,28584,30265,112,-21504,20962
731,0.028566346252856614,desgaste_rolamento,BPFI_03,-1550,1460,-6631,6861,28584,30265,-75,-20878,20629
732,0.028605408752856613,desgaste_rolamento,BPFI_03,802,1269,-2549,-1722,28584,30265,518,-20671,19539
733,0.028644471252856612,desgaste_rolamento,BPFI_03,4891,-1896,-1342,2842,28584,30265,-202,-19915,19512
734,0.02868353375285661,desgaste_rolamento,BPFI_03,312,129,-1968,6019,28584,30265,-1830,-18891,20326
735,0.028722596252856614,desgaste_rolamento,BPFI_03,-4126,2896,4795,-5144,28584,30265,-2212,-19407,21045
736,0.028761658752856613,desgaste_rolamento,BPFI_03,1026,-380,4868,3390,28584,30265,-349,-20639,20669
737,0.028800721252856612,desgaste_rolamento,BPFI_03,1399,-929,4383,4168,28584,30265,3,-20925,20613
738,0.02883978375285661,desgaste_rolamento,BPFI_03,-5169,3777,5067,-798,28584,30265,-1768,-20284,21457
739,0.028878846252856614,desgaste_rolamento,BPFI_03,-1938,1913,780,11312,28584,30265,-3405,-19316,22234
740,0.028917908752856613,desgaste_rolamento,BPFI_03,4070,-3166,1674,1884,28584,30265,-2283,-19472,21348
741,0.028956971252856612,desgaste_rolamento,BPFI_03,-2052,-401,516,-7557,28584,30265,-1483,-19488,20575
742,0.02899603375285661,desgaste_rolamento,BPFI_03,-3981,1408,-4015,2377,28584,30265,-3118,-18710,21299
743,0.02903509625285661,desgaste_rolamento,BPFI_03,3587,-3853,-1979,-7347,28584,30265,-4789,-17967,22202
744,0.029074158752856613,desgaste_rolamento,BPFI_03,2447,-2737,-1270,-8979,28584,30265,-3919,-18463,21887
745,0.029113221252856612,desgaste_rolamento,BPFI_03,-4312,2975,-4068,5999,28584,30265,-2534,-19436,21262
746,0.02915228375285661,desgaste_rolamento,BPFI_03,1072,-202,114,-3248,28584,30265,-3534,-19123,21854
747,0.02919134625285661,desgaste_rolamento,BPFI_03,5872,-3131,298,-3806,28584,30265,-5250,-18252,22934
748,0.029230408752856613,desgaste_rolamento,BPFI_03,-2226,2700,-2080,6388,28584,30265,-5319,-18110,23037
749,0.029269471252856612,desgaste_rolamento,BPFI_03,-2714,2446,3320,-5230,28584,30265,-4061,-18513,21958
750,0.02930853375285661,desgaste_rolamento,BPFI_03,5419,-3454,2392,-3916,28584,30265,-4463,-18197,22068
751,0.02934759625285661,desgaste_rolamento,BPFI_03,-446,215,-319,5914,28584,30265,-6272,-17444,23298
752,0.029386658752856613,desgaste_rolamento,BPFI_03,-5577,3703,1913,616,28584,30265,-7008,-17056,23493
753,0.029425721252856613,desgaste_rolamento,BPFI_03,3910,-2543,252,3566,28584,30265,-5134,-17593,22157
754,0.02946478375285661,desgaste_rolamento,BPFI_03,4371,-2447,-2607,4095,28584,30265,-4708,-17501,21833
755,0.02950384625285661,desgaste_rolamento,BPFI_03,-3059,3709,-1128,-1780,28584,30265,-6649,-16656,22977
756,0.029542908752856614,desgaste_rolamento,BPFI_03,3883,-1721,-2174,1565,28584,30265,-8519,-16116,24186
757,0.029581971252856613,desgaste_rolamento,BPFI_03,1396,-5498,-917,-1509,28584,30265,-7306,-16617,23498
758,0.029621033752856612,desgaste_rolamento,BPFI_03,-14064,8096,75,-1373,28584,30265,-6386,-16943,22915
759,0.02966009625285661,desgaste_rolamento,BPFI_03,-6941,3502,-1660,5866,28584,30265,-8088,-16390,24008
760,0.029699158752856614,desgaste_rolamento,BPFI_03,5891,-5353,2196,779,28584,30265,-9790,-15689,24593
761,0.029738221252856613,desgaste_rolamento,BPFI_03,3075,2719,3115,132,28584,30265,-8713,-15603,23501
762,0.029777283752856612,desgaste_rolamento,BPFI_03,-3707,3448,797,2406,28584,30265,-6223,-15215,22266
763,0.02981634625285661,desgaste_rolamento,BPFI_03,7437,-3820,1984,-5177,28584,30265,-6840,-14689,22173
764,0.029855408752856614,desgaste_rolamento,BPFI_03,3080,-1303,-510,-3157,28584,30265,-9012,-14452,23009
765,0.029894471252856613,desgaste_rolamento,BPFI_03,-625,910,-3315,-3096,28584,30265,-9434,-14539,23572
766,0.029933533752856612,desgaste_rolamento,BPFI_03,1323,-929,619,-9773,28584,30265,-8598,-15167,23201
767,0.02997259625285661,desgaste_rolamento,BPFI_03,5782,-3322,-2308,-996,28584,30265,-9173,-15111,23755
768,0.03001165875285661,desgaste_rolamento,BPFI_03,1604,-296,-3409,2567,28584,30265,-11092,-14517,25251
769,0.030050721252856613,desgaste_rolamento,BPFI_03,-4255,1719,1289,-4284,28584,30265,-12325,-13586,23310
770,0.030089783752856612,desgaste_rolamento,BPFI_03,-3010,-188,69,78,28584,30265,-10099,-13437,21392
771,0.03012884625285661,desgaste_rolamento,BPFI_03,-910,-1440,1550,-670,28584,30265,-8346,-13198,21241
772,0.03016790875285661,desgaste_rolamento,BPFI_03,-7895,2278,4851,-2847,28584,30265,-9677,-12503,21704
773,0.030206971252856613,desgaste_rolamento,BPFI_03,-4172,1642,1310,10598,28584,30265,-11571,-12110,23113
774,0.030246033752856612,desgaste_rolamento,BPFI_03,5053,-1757,1150,9637,28584,30265,-10971,-12876,23215
775,0.03028509625285661,desgaste_rolamento,BPFI_03,2566,-820,60,2664,28584,30265,-10664,-13398,23601
776,0.03032415875285661,desgaste_rolamento,BPFI_03,-1481,2928,-4428,2945,28584,30265,-12544,-12986,25148
777,0.030363221252856613,desgaste_rolamento,BPFI_03,4712,-402,-2902,-5069,28584,30265,-13325,-11923,24987
778,0.030402283752856613,desgaste_rolamento,BPFI_03,5173,-2932,-4267,-3086,28584,30265,-12035,-11568,23274
779,0.03044134625285661,desgaste_rolamento,BPFI_03,-3812,2605,-5992,245,28584,30265,-10541,-11568,21411
780,0.03048040875285661,desgaste_rolamento,BPFI_03,-4105,2950,-2161,-1987,28584,30265,-10651,-10864,20750
781,0.030519471252856614,desgaste_rolamento,BPFI_03,3731,-3413,251,725,28584,30265,-12083,-10383,21779
782,0.030558533752856613,desgaste_rolamento,BPFI_03,-2732,202,4498,360,28584,30265,-13027,-10395,23075
783,0.030597596252856612,desgaste_rolamento,BPFI_03,-6102,3542,7728,-1256,28584,30265,-12640,-11176,23534
784,0.03063665875285661,desgaste_rolamento,BPFI_03,4227,-3764,6844,762,28584,30265,-13413,-11599,24590
785,0.030675721252856614,desgaste_rolamento,BPFI_03,3983,-3496,7054,-2112,28584,30265,-14853,-10860,25311
786,0.030714783752856613,desgaste_rolamento,BPFI_03,-4668,3285,4026,241,28584,30265,-14742,-9314,23687
787,0.030753846252856612,desgaste_rolamento,BPFI_03,1781,-619,-1745,623,28584,30265,-12933,-9107,22156
788,0.03079290875285661,desgaste_rolamento,BPFI_03,6534,-4160,-2826,-3764,28584,30265,-11908,-8930,20773
789,0.030831971252856614,desgaste_rolamento,BPFI_03,-1809,2514,-5802,1103,28584,30265,-12912,-8217,20368
790,0.030871033752856613,desgaste_rolamento,BPFI_03,-1211,2463,-6698,2567,28584,30265,-14567,-7972,21804
791,0.030910096252856612,desgaste_rolamento,BPFI_03,5042,-3250,-4124,-1866,28584,30265,-14395,-8845,22560
792,0.03094915875285661,desgaste_rolamento,BPFI_03,-1105,169,-3149,1704,28584,30265,-14504,-9542,23533
793,0.030988221252856614,desgaste_rolamento,BPFI_03,-7148,4068,-1554,652,28584,30265,-16380,-9294,24831
794,0.031027283752856613,desgaste_rolamento,BPFI_03,-1587,-771,2596,-1956,28584,30265,-16773,-7980,23830
795,0.031066346252856612,desgaste_rolamento,BPFI_03,981,-1840,3219,2329,28584,30265,-15560,-7235,22170
796,0.03110540875285661,desgaste_rolamento,BPFI_03,-3621,2637,3549,-362,28584,30265,-14516,-7195,21063
797,0.03114447125285661,desgaste_rolamento,BPFI_03,-133,1247,3486,2208,28584,30265,-14340,-6116,19764
798,0.031183533752856613,desgaste_rolamento,BPFI_03,7178,-2813,2506,7944,28584,30265,-15487,-5337,20127
799,0.031222596252856612,desgaste_rolamento,BPFI_03,1497,799,738,1086,28584,30265,-16413,-5220,21969
800,0.03126165875285661,desgaste_rolamento,BPFI_03,-3108,3180,-2492,-340,28584,30265,-16162,-6330,22802
801,0.03130072125285661,desgaste_rolamento,BPFI_03,2052,-1455,-4879,1050,28584,30265,-17142,-7093,23909
802,0.031339783752856606,desgaste_rolamento,BPFI_03,970,-1731,-2445,-8855,28584,30265,-18022,-5898,23555
803,0.031378846252856606,desgaste_rolamento,BPFI_03,-4617,2313,-2662,-2678,28584,30265,-17963,-4163,21622
804,0.03141790875285661,desgaste_rolamento,BPFI_03,-644,-405,-1936,1744,28584,30265,-16648,-4907,21044
805,0.03145697125285661,desgaste_rolamento,BPFI_03,3018,-3314,1022,-5183,28584,30265,-15921,-4782,20279
806,0.03149603375285661,desgaste_rolamento,BPFI_03,-1219,405,822,1634,28584,30265,-16493,-2865,18880
807,0.03153509625285661,desgaste_rolamento,BPFI_03,-3273,1378,2334,-1874,28584,30265,-17907,-2223,19758
808,0.03157415875285661,desgaste_rolamento,BPFI_03,2360,-2494,3824,-6726,28584,30265,-18139,-3418,21119
809,0.03161322125285661,desgaste_rolamento,BPFI_03,2704,-1323,1652,2739,28584,30265,-18237,-4447,22321
810,0.03165228375285661,desgaste_rolamento,BPFI_03,-1796,2379,1596,335,28584,30265,-19049,-3630,22613
811,0.031691346252856606,desgaste_rolamento,BPFI_03,2626,171,828,780,28584,30265,-19485,-2081,21302
812,0.03173040875285661,desgaste_rolamento,BPFI_03,6224,-1877,-2622,9781,28584,30265,-19148,-1780,20351
813,0.03176947125285661,desgaste_rolamento,BPFI_03,-1702,2054,-1419,-365,28584,30265,-18052,-2240,19947
814,0.03180853375285661,desgaste_rolamento,BPFI_03,-3692,2301,-1698,329,28584,30265,-17906,-1530,19041
815,0.03184759625285661,desgaste_rolamento,BPFI_03,1098,-2045,-3440,6826,28584,30265,-18547,-40,18532
816,0.03188665875285661,desgaste_rolamento,BPFI_03,-2029,-99,105,-2740,28584,30265,-19259,283,19764
817,0.03192572125285661,desgaste_rolamento,BPFI_03,-5372,2560,-591,2858,28584,30265,-19279,-1752,20703
818,0.03196478375285661,desgaste_rolamento,BPFI_03,1044,-1128,-657,5807,28584,30265,-19556,-2379,20967
819,0.032003846252856606,desgaste_rolamento,BPFI_03,3596,-1774,2942,-4226,28584,30265,-20097,-722,20449
820,0.032042908752856605,desgaste_rolamento,BPFI_03,-1599,1903,2513,-1093,28584,30265,-20490,991,19228
821,0.03208197125285661,desgaste_rolamento,BPFI_03,-779,533,196,467,28584,30265,-19517,5,19148
822,0.03212103375285661,desgaste_rolamento,BPFI_03,3874,-2375,2542,-5633,28584,30265,-18881,-390,18813
823,0.03216009625285661,desgaste_rolamento,BPFI_03,-235,1,991,3559,28584,30265,-19479,1280,17724
824,0.03219915875285661,desgaste_rolamento,BPFI_03,-3422,1864,-155,5089,28584,30265,-20539,2450,17616
825,0.03223822125285661,desgaste_rolamento,BPFI_03,1954,-1381,710,-1563,28584,30265,-20532,1406,18507
826,0.03227728375285661,desgaste_rolamento,BPFI_03,1841,-1580,-2793,1384,28584,30265,-20250,-135,19479
827,0.032316346252856606,desgaste_rolamento,BPFI_03,-3568,1654,-1658,-7664,28584,30265,-20550,760,19188
828,0.032355408752856606,desgaste_rolamento,BPFI_03,-1409,189,-493,-8063,28584,30265,-21056,2643,18146
829,0.03239447125285661,desgaste_rolamento,BPFI_03,2668,-2251,-2453,2018,28584,30265,-21048,2833,17814
830,0.03243353375285661,desgaste_rolamento,BPFI_03,-708,248,-443,-4080,28584,30265,-20078,1686,18135
831,0.03247259625285661,desgaste_rolamento,BPFI_03,-2124,1645,-220,2289,28584,30265,-20082,2147,17715
832,0.03251165875285661,desgaste_rolamento,BPFI_03,3566,-1085,-1608,8340,28584,30265,-20994,3891,16790
833,0.03255072125285661,desgaste_rolamento,BPFI_03,3318,-794,2126,-3271,28584,30265,-21749,4683,17239
834,0.03258978375285661,desgaste_rolamento,BPFI_03,-2151,2615,117,2451,28584,30265,-20913,2822,18210
835,0.03262884625285661,desgaste_rolamento,BPFI_03,206,978,-931,6871,28584,30265,-20582,2424,17850
836,0.032667908752856606,desgaste_rolamento,BPFI_03,2990,-1867,3226,-4268,28584,30265,-21522,4194,16914
837,0.03270697125285661,desgaste_rolamento,BPFI_03,-2952,1202,1368,1819,28584,30265,-22449,5893,16204
838,0.03274603375285661,desgaste_rolamento,BPFI_03,-4420,2014,-434,2908,28584,30265,-21686,4670,16659
839,0.03278509625285661,desgaste_rolamento,BPFI_03,1262,-1882,751,-5864,28584,30265,-20975,3586,16960
840,0.03282415875285661,desgaste_rolamento,BPFI_03,-80,-691,-1972,1611,28584,30265,-21670,4924,16391
841,0.03286322125285661,desgaste_rolamento,BPFI_03,-4181,2357,-2038,-78,28584,30265,-22698,6686,15761
842,0.03290228375285661,desgaste_rolamento,BPFI_03,1121,-812,-210,-4999,28584,30265,-22527,6047,15937
843,0.03294134625285661,desgaste_rolamento,BPFI_03,3868,-2360,-1900,3655,28584,30265,-21277,4234,15803
844,0.032980408752856606,desgaste_rolamento,BPFI_03,-1998,1485,1053,-627,28584,30265,-21126,4927,15354
845,0.033019471252856605,desgaste_rolamento,BPFI_03,98,615,3100,-3358,28584,30265,-22064,6875,14935
846,0.03305853375285661,desgaste_rolamento,BPFI_03,5175,-2914,103,2641,28584,30265,-22515,7303,14863
847,0.03309759625285661,desgaste_rolamento,BPFI_03,428,-19,1034,-3529,28584,30265,-21739,6129,15650
848,0.03313665875285661,desgaste_rolamento,BPFI_03,-2137,1729,1542,-3047,28584,30265,-22025,6576,15592
849,0.03317572125285661,desgaste_rolamento,BPFI_03,3269,-1723,-1204,2233,28584,30265,-23409,8390,14805
850,0.03321478375285661,desgaste_rolamento,BPFI_03,1681,-634,-262,-2306,28584,30265,-23599,8792,14542
851,0.03325384625285661,desgaste_rolamento,BPFI_03,-763,3458,-739,620,28584,30265,-22264,7034,15086
852,0.033292908752856606,desgaste_rolamento,BPFI_03,-4562,-86,-1069,2901,28584,30265,-20908,6186,14354
853,0.033331971252856606,desgaste_rolamento,BPFI_03,-2879,-5572,327,1041,28584,30265,-21146,7442,13278
854,0.03337103375285661,desgaste_rolamento,BPFI_03,-5585,-2313,-1595,8643,28584,30265,-22260,9218,12841
855,0.03341009625285661,desgaste_rolamento,BPFI_03,-2862,2415,67,4241,28584,30265,-22141,8593,13531
856,0.03344915875285661,desgaste_rolamento,BPFI_03,5429,2688,1197,-248,28584,30265,-22311,8077,13930
857,0.03348822125285661,desgaste_rolamento,BPFI_03,6075,2104,71,5675,28584,30265,-23438,9596,13474
858,0.03352728375285661,desgaste_rolamento,BPFI_03,2017,3542,1778,-819,28584,30265,-24044,11352,12880
859,0.03356634625285661,desgaste_rolamento,BPFI_03,1028,1060,-239,-3348,28584,30265,-22932,10515,12624
860,0.03360540875285661,desgaste_rolamento,BPFI_03,604,-2697,-2555,-1659,28584,30265,-21056,8618,12246
861,0.033644471252856606,desgaste_rolamento,BPFI_03,10,-324,1225,-6682,28584,30265,-20434,8777,11490
862,0.03368353375285661,desgaste_rolamento,BPFI_03,-2124,1415,-285,-1244,28584,30265,-21255,10321,10888
863,0.03372259625285661,desgaste_rolamento,BPFI_03,1443,-2079,908,3648,28584,30265,-22459,11279,10504
864,0.03376165875285661,desgaste_rolamento,BPFI_03,716,-2093,1744,647,28584,30265,-22495,10571,11395
865,0.03380072125285661,desgaste_rolamento,BPFI_03,-5021,-208,-1356,3353,28584,30265,-23053,11150,11846
866,0.03383978375285661,desgaste_rolamento,BPFI_03,-3440,-3599,2368,-6463,28584,30265,-24706,13151,11379
867,0.03387884625285661,desgaste_rolamento,BPFI_03,-140,-2785,2291,-14153,28584,30265,-23662,13468,10036
868,0.03391790875285661,desgaste_rolamento,BPFI_03,-1945,2558,-2333,-184,28584,30265,-21946,11400,10547
869,0.033956971252856606,desgaste_rolamento,BPFI_03,1529,3143,-457,3090,28584,30265,-20517,10261,10118
870,0.03399603375285661,desgaste_rolamento,BPFI_03,5946,1660,-1645,1149,28584,30265,-20190,11243,8855
871,0.03403509625285661,desgaste_rolamento,BPFI_03,4141,2210,-6714,6011,28584,30265,-21390,12812,8485
872,0.03407415875285661,desgaste_rolamento,BPFI_03,-514,1067,-2647,-5955,28584,30265,-21884,12596,9280
873,0.03411322125285661,desgaste_rolamento,BPFI_03,136,-2401,-3272,-11558,28584,30265,-22617,12595,9913
874,0.03415228375285661,desgaste_rolamento,BPFI_03,-175,-2676,-4999,317,28584,30265,-24197,14297,9800
875,0.03419134625285661,desgaste_rolamento,BPFI_03,-5436,296,788,3218,28584,30265,-23936,15029,8652
876,0.03423040875285661,desgaste_rolamento,BPFI_03,-3124,655,1792,9455,28584,30265,-22299,14110,7967
877,0.034269471252856606,desgaste_rolamento,BPFI_03,384,-132,1368,11904,28584,30265,-20919,12906,7949
878,0.034308533752856606,desgaste_rolamento,BPFI_03,-1580,1119,6992,3317,28584,30265,-19607,12580,6911
879,0.03434759625285661,desgaste_rolamento,BPFI_03,-1668,1007,5171,340,28584,30265,-19932,13677,6161
880,0.03438665875285661,desgaste_rolamento,BPFI_03,2052,-707,3492,-1234,28584,30265,-21939,14086,5652
881,0.03442572125285661,desgaste_rolamento,BPFI_03,1881,-197,5014,-2881,28584,30265,-22340,13877,6945
882,0.03446478375285661,desgaste_rolamento,BPFI_03,2,1457,794,2761,28584,30265,-23028,15193,7886
883,0.03450384625285661,desgaste_rolamento,BPFI_03,1254,948,111,-1514,28584,30265,-23486,16532,6979
884,0.03454290875285661,desgaste_rolamento,BPFI_03,3639,-1421,225,-5907,28584,30265,-22098,16678,5292
885,0.03458197125285661,desgaste_rolamento,BPFI_03,-728,-593,-4584,-3108,28584,30265,-21274,15227,5777
886,0.034621033752856606,desgaste_rolamento,BPFI_03,-1486,-739,-3799,-7174,28584,30265,-20323,14579,5588
887,0.03466009625285661,desgaste_rolamento,BPFI_03,1548,-3432,-1997,-6205,28584,30265,-18995,15080,3803
888,0.03469915875285661,desgaste_rolamento,BPFI_03,-1062,-1766,-4341,-2679,28584,30265,-19829,16400,3181
889,0.03473822125285661,desgaste_rolamento,BPFI_03,-3104,1830,-2188,-3151,28584,30265,-20886,16499,4299
890,0.03477728375285661,desgaste_rolamento,BPFI_03,549,668,-550,5091,28584,30265,-21820,16545,5316
891,0.03481634625285661,desgaste_rolamento,BPFI_03,1686,558,836,8286,28584,30265,-22722,17843,5067
892,0.03485540875285661,desgaste_rolamento,BPFI_03,-972,2410,2929,5803,28584,30265,-21848,18372,3591
893,0.03489447125285661,desgaste_rolamento,BPFI_03,674,771,3040,10030,28584,30265,-20649,17945,2729
894,0.034933533752856606,desgaste_rolamento,BPFI_03,2727,-1569,3789,1840,28584,30265,-20090,16897,3176
895,0.03497259625285661,desgaste_rolamento,BPFI_03,-844,-279,3434,-3493,28584,30265,-19231,16721,2484
896,0.03501165875285661,desgaste_rolamento,BPFI_03,-2363,780,-276,3915,28584,30265,-18796,17461,834
897,0.03505072125285661,desgaste_rolamento,BPFI_03,-349,-627,-134,-1455,28584,30265,-19779,18885,393
898,0.03508978375285661,desgaste_rolamento,BPFI_03,-1133,-46,151,-2625,28584,30265,-20469,18627,2369
899,0.03512884625285661,desgaste_rolamento,BPFI_03,-2128,1473,-4306,3269,28584,30265,-21674,18879,3299
900,0.03516790875285661,desgaste_rolamento,BPFI_03,548,210,-1674,-9188,28584,30265,-21289,19560,1879
901,0.03520697125285661,desgaste_rolamento,BPFI_03,1387,-435,-1769,-8661,28584,30265,-19745,19761,72
902,0.035246033752856606,desgaste_rolamento,BPFI_03,-153,1116,-3527,-387,28584,30265,-19587,18604,849
903,0.035285096252856606,desgaste_rolamento,BPFI_03,-172,982,18,-5355,28584,30265,-19088,17950,1088
904,0.03532415875285661,desgaste_rolamento,BPFI_03,2156,-440,558,3949,28584,30265,-18029,18492,-418
905,0.03536322125285661,desgaste_rolamento,BPFI_03,1571,-593,43,5412,28584,30265,-17998,19538,-1496
906,0.03540228375285661,desgaste_rolamento,BPFI_03,656,-491,1629,-5736,28584,30265,-18746,19468,-540
907,0.03544134625285661,desgaste_rolamento,BPFI_03,1739,-1696,311,1458,28584,30265,-20030,19297,1016
908,0.03548040875285661,desgaste_rolamento,BPFI_03,1742,-2287,728,-501,28584,30265,-20130,19745,418
909,0.03551947125285661,desgaste_rolamento,BPFI_03,-1345,-631,502,-4648,28584,30265,-19024,20322,-1292
910,0.03555853375285661,desgaste_rolamento,BPFI_03,-1891,489,-3764,7148,28584,30265,-18325,20562,-1930
911,0.035597596252856606,desgaste_rolamento,BPFI_03,-839,143,-425,-53,28584,30265,-18436,19439,-920
912,0.03563665875285661,desgaste_rolamento,BPFI_03,-909,755,1111,-3685,28584,30265,-17965,19274,-1363
913,0.03567572125285661,desgaste_rolamento,BPFI_03,-1004,1900,-1362,6491,28584,30265,-16989,20191,-3138
914,0.03571478375285661,desgaste_rolamento,BPFI_03,278,774,3946,-4748,28584,30265,-17248,21051,-3846
915,0.03575384625285661,desgaste_rolamento,BPFI_03,1401,-304,6782,-3596,28584,30265,-18207,20053,-1856
916,0.03579290875285661,desgaste_rolamento,BPFI_03,-885,1059,1743,11921,28584,30265,-18587,20011,-1152
917,0.03583197125285661,desgaste_rolamento,BPFI_03,-1176,1193,4460,-1318,28584,30265,-18056,21036,-2703
918,0.03587103375285661,desgaste_rolamento,BPFI_03,871,-636,1544,1722,28584,30265,-17229,21825,-4427
919,0.035910096252856606,desgaste_rolamento,BPFI_03,-498,-50,-3891,8978,28584,30265,-17546,21082,-3469
920,0.03594915875285661,desgaste_rolamento,BPFI_03,-1429,863,-641,-7592,28584,30265,-17598,20530,-2577
921,0.03598822125285661,desgaste_rolamento,BPFI_03,1671,-1068,-4162,-1241,28584,30265,-16907,21146,-3849
922,0.03602728375285661,desgaste_rolamento,BPFI_03,1101,-1326,-4595,833,28584,30265,-16226,22013,-5682
923,0.03606634625285661,desgaste_rolamento,BPFI_03,-840,631,208,-9680,28584,30265,-16490,21861,-5047
924,0.03610540875285661,desgaste_rolamento,BPFI_03,372,-399,-2517,2416,28584,30265,-17225,21276,-3457
925,0.03614447125285661,desgaste_rolamento,BPFI_03,1609,-1747,-1201,1282,28584,30265,-16970,21536,-4290
926,0.03618353375285661,desgaste_rolamento,BPFI_03,-263,-232,3270,-7505,28584,30265,-16206,22377,-6213
927,0.036222596252856606,desgaste_rolamento,BPFI_03,-1026,18,-1765,3392,28584,30265,-15981,22686,-6644
928,0.036261658752856606,desgaste_rolamento,BPFI_03,1040,-1708,1086,-2620,28584,30265,-16645,21634,-5274
929,0.03630072125285661,desgaste_rolamento,BPFI_03,-76,-450,3188,-4341,28584,30265,-16472,21722,-5526
930,0.03633978375285661,desgaste_rolamento,BPFI_03,-2123,1469,-3139,10673,28584,30265,-15583,22961,-7313
931,0.03637884625285661,desgaste_rolamento,BPFI_03,-305,377,650,3259,28584,30265,-14537,23141,-8526
932,0.03641790875285661,desgaste_rolamento,BPFI_03,279,381,1875,1284,28584,30265,-15237,21898,-6643
933,0.03645697125285661,desgaste_rolamento,BPFI_03,-1713,2031,-1165,6011,28584,30265,-15451,21293,-5838
934,0.03649603375285661,desgaste_rolamento,BPFI_03,-831,1072,1598,-6234,28584,30265,-14615,22140,-7318
935,0.03653509625285661,desgaste_rolamento,BPFI_03,1309,-499,1862,-3430,28584,30265,-13930,23375,-9170
936,0.036574158752856606,desgaste_rolamento,BPFI_03,505,219,346,2211,28584,30265,-14492,22913,-8331
937,0.03661322125285661,desgaste_rolamento,BPFI_03,556,251,3229,-4410,28584,30265,-14747,22714,-7555
938,0.03665228375285661,desgaste_rolamento,BPFI_03,2392,-1024,-2199,7098,28584,30265,-14268,23717,-9054
939,0.03669134625285661,desgaste_rolamento,BPFI_03,2017,-623,-3780,6706,28584,30265,-13748,24946,-11155
940,0.03673040875285661,desgaste_rolamento,BPFI_03,-283,511,-821,-6479,28584,30265,-13468,23592,-10295
941,0.03676947125285661,desgaste_rolamento,BPFI_03,140,-159,-5439,3316,28584,30265,-13178,21306,-7899
942,0.03680853375285661,desgaste_rolamento,BPFI_03,156,-417,-3269,-3059,28584,30265,-12763,21270,-8224
943,0.03684759625285661,desgaste_rolamento,BPFI_03,-1000,695,50,-9891,28584,30265,-12186,22481,-10086
944,0.036886658752856606,desgaste_rolamento,BPFI_03,-2103,950,-2535,5076,28584,30265,-11681,23585,-11167
945,0.03692572125285661,desgaste_rolamento,BPFI_03,-487,609,2947,-668,28584,30265,-12735,23084,-10061
946,0.03696478375285661,desgaste_rolamento,BPFI_03,-4262,880,4882,-3666,28584,30265,-12961,23504,-10642
947,0.03700384625285661,desgaste_rolamento,BPFI_03,-1538,-1129,2135,2808,28584,30265,-12189,25149,-12900
948,0.03704290875285661,desgaste_rolamento,BPFI_03,7856,-6558,4518,-5149,28584,30265,-10768,24351,-13302
949,0.03708197125285661,desgaste_rolamento,BPFI_03,8055,-5067,2725,-1142,28584,30265,-11289,22697,-11102
950,0.03712103375285661,desgaste_rolamento,BPFI_03,654,1516,439,2482,28584,30265,-10920,20992,-9767
951,0.03716009625285661,desgaste_rolamento,BPFI_03,-2830,4002,639,-2860,28584,30265,-9953,21434,-11068
952,0.037199158752856606,desgaste_rolamento,BPFI_03,2626,3528,-4046,5514,28584,30265,-9571,23055,-13150
953,0.037238221252856606,desgaste_rolamento,BPFI_03,-4017,2188,-1885,7362,28584,30265,-10334,23247,-12885
954,0.03727728375285661,desgaste_rolamento,BPFI_03,-4277,3110,2661,2166,28584,30265,-10915,23687,-12550
955,0.03731634625285661,desgaste_rolamento,BPFI_03,-4045,140,-2157,3258,28584,30265,-10646,25094,-14159
956,0.03735540875285661,desgaste_rolamento,BPFI_03,-2664,-1447,-182,-5235,28584,30265,-9598,24995,-15197
957,0.03739447125285661,desgaste_rolamento,BPFI_03,-4289,197,3385,-5726,28584,30265,-8952,23390,-14188
958,0.03743353375285661,desgaste_rolamento,BPFI_03,-4295,1956,-2417,8535,28584,30265,-9050,21805,-12343
959,0.03747259625285661,desgaste_rolamento,BPFI_03,2017,-3804,-375,8911,28584,30265,-8249,20902,-11827
960,0.03751165875285661,desgaste_rolamento,BPFI_03,5169,-3968,59,1371,28584,30265,-7651,21614,-13319
961,0.037550721252856606,desgaste_rolamento,BPFI_03,2107,-651,-5464,-2131,28584,30265,-7507,23079,-15305
962,0.03758978375285661,desgaste_rolamento,BPFI_03,7425,-2358,-2158,-10132,28584,30265,-8800,23197,-14370
963,0.03762884625285661,desgaste_rolamento,BPFI_03,6364,-1096,-845,-11537,28584,30265,-9248,24087,-14747
